contract,comd,status,batch_count,tick_count,bars_match,bar_diff,times_match,volume_match,turnover_match,open_interest_match
lc2604,lc,ok,5904,5904,True,0,True,True,True,True
WH2309,WH,ok,4774,4774,True,0,True,True,True,True
m1308,m,ok,11218,11218,True,0,True,True,True,True
IF2501,IF,ok,2200,2200,True,0,True,True,True,True
wr1308,wr,ok,9054,9054,True,0,True,True,True,True
IH1808,IH,ok,2200,2200,True,0,True,True,True,True
CY2108,CY,ok,9640,9640,True,0,True,True,True,True
b2308,b,ok,17409,17409,True,0,True,True,True,True
m1305,m,ok,11603,11603,True,0,True,True,True,True
ZC2402,ZC,ok,10350,10350,True,0,True,True,True,True
rb2006,rb,ok,15595,15595,True,0,True,True,True,True
bu1702,bu,ok,6332,6332,True,0,True,True,True,True
bb2010,bb,ok,4069,4069,True,0,True,True,True,True
al1909,al,ok,22985,22985,True,0,True,True,True,True
rr2010,rr,ok,15655,15655,True,0,True,True,True,True
ru2308,ru,ok,17551,17551,True,0,True,True,True,True
fb1503,fb,ok,11476,11476,True,0,True,True,True,True
sn2007,sn,ok,20095,20095,True,0,True,True,True,True
IF1403,IF,ok,8100,8100,True,0,True,True,True,True
SR2509,SR,ok,17418,17418,True,0,True,True,True,True
au2402,au,ok,29516,29516,True,0,True,True,True,True
IF1108,IF,ok,2250,2250,True,0,True,True,True,True
al2602,al,ok,15615,15615,True,0,True,True,True,True
i1606,i,ok,16945,16945,True,0,True,True,True,True
fb1510,fb,ok,4695,4695,True,0,True,True,True,True
au2001,au,ok,7151,7151,True,0,True,True,True,True
bb2207,bb,ok,344,344,True,0,True,True,True,True
zn2111,zn,ok,23131,23131,True,0,True,True,True,True
jm2005,jm,ok,16080,16080,True,0,True,True,True,True
pp1510,pp,ok,11365,11365,True,0,True,True,True,True
pb1501,pb,ok,23100,23100,True,0,True,True,True,True
ss2110,ss,ok,23215,23215,True,0,True,True,True,True
l1608,l,ok,6322,6322,True,0,True,True,True,True
sc1906,sc,ok,32388,32388,True,0,True,True,True,True
ru2111,ru,ok,17491,17491,True,0,True,True,True,True
ss2408,ss,ok,23241,23241,True,0,True,True,True,True
wr2603,wr,ok,6192,6192,True,0,True,True,True,True
l1410,l,ok,11589,11589,True,0,True,True,True,True
SF2407,SF,ok,11568,11568,True,0,True,True,True,True
OI1809,OI,ok,17735,17735,True,0,True,True,True,True
sn1602,sn,ok,17601,17601,True,0,True,True,True,True
y2111,y,ok,17313,17313,True,0,True,True,True,True
MA1904,MA,ok,16975,16975,True,0,True,True,True,True
pb2201,pb,ok,23228,23228,True,0,True,True,True,True
al2311,al,ok,23277,23277,True,0,True,True,True,True
rb1211,rb,ok,11628,11628,True,0,True,True,True,True
RO1111,RO,ok,6850,6850,True,0,True,True,True,True
SA2406,SA,ok,17491,17491,True,0,True,True,True,True
i1601,i,ok,17533,17533,True,0,True,True,True,True
MA2211,MA,ok,17564,17564,True,0,True,True,True,True
T1809,T,ok,9963,9963,True,0,True,True,True,True
SM1910,SM,ok,10902,10902,True,0,True,True,True,True
l1311,l,ok,9652,9652,True,0,True,True,True,True
ME1410,ME,ok,6523,6523,True,0,True,True,True,True
m1708,m,ok,16113,16113,True,0,True,True,True,True
TC1604,TC,ok,2588,2588,True,0,True,True,True,True
CF1411,CF,ok,2912,2912,True,0,True,True,True,True
hc1602,hc,ok,15151,15151,True,0,True,True,True,True
wr1107,wr,ok,9606,9606,True,0,True,True,True,True
UR2511,UR,ok,10704,10704,True,0,True,True,True,True
AP2111,AP,ok,11542,11542,True,0,True,True,True,True
